geo_id,lng,lat
31201268,116.4204506,39.912862
31201272,116.4201576,39.9177719
31201275,116.4200322,39.9205644
31204690,116.3882619,39.9812361
31204696,116.391715,39.9809118
31204703,116.394445,39.981022
31204709,116.4011781,39.9816984
31204711,116.4039799,39.981761
31204819,116.3995911,39.9830139
31204892,116.3939967,39.9814223
31204911,116.3921462,39.9813649
31205104,116.3902216,39.9844764
31205111,116.3946725,39.9860199
31205114,116.3953726,39.9859848
31331903,116.375946,39.9475266
31331906,116.3980371,39.9477018
31331978,116.429338,39.9096974
31332092,116.420821,39.9036864
32061956,116.3934635,39.8982538
32062412,116.4004262,39.8993163
32062415,116.4054759,39.8994584
32387952,116.4108863,39.9321558
32387953,116.4195114,39.9322266
32387954,116.427141,39.932228
32387957,116.4286887,39.9322374
32388118,116.4025943,39.9319029
32388119,116.4022176,39.9394693
32388365,116.3897402,39.9387626
32615466,116.3086064,39.9311234
32615468,116.3137272,39.9311044
32615470,116.3275909,39.9311142
32615472,116.3332555,39.9311185
32615474,116.3433507,39.9310731
32615475,116.3473555,39.9310609
32615479,116.3617734,39.9311321
32615480,116.366768,39.931361
32615481,116.3706008,39.9314618
32615483,116.3738596,39.9316526
32615484,116.3767229,39.9317342
32618816,116.373703,39.9466787
32618819,116.3724976,39.9483094
32618821,116.3726378,39.9496279
32618834,116.3875497,39.9477585
32618837,116.3839776,39.9477155
32618840,116.309828,39.990832
32618842,116.326695,39.991455
32618866,116.3733343,39.9600558
32618883,116.3674038,39.9858095
32618885,116.3660573,39.9859732
32877189,116.4194138,39.9395643
32877193,116.4269228,39.9396016
32877196,116.4191892,39.9480266
32877217,116.455888,39.9400348
32877275,116.466617,39.9324698
32877279,116.4558406,39.9323044
32899013,116.4028883,39.9258827
32899017,116.449288,39.9399723
33399858,116.4559674,39.9122122
34710869,116.4559045,39.9457205
34928517,116.468777,39.9667626
34928522,116.4731405,39.9706832
34928634,116.4835284,39.9486397
34928733,116.4753841,39.9766775
35286274,116.4558308,39.9274554
35549717,116.4610619,39.9324533
35549783,116.4608498,39.9280488
35551151,116.4313674,39.9255377
35551152,116.4345463,39.9255603
35551154,116.4375595,39.925585
35551155,116.4398707,39.9255822
35551157,116.44425,39.9255997
35551198,116.4399335,39.9219408
35551808,116.4442705,39.9322818
35552053,116.4443301,39.9399381
35552056,116.4443437,39.9443334
35552059,116.4440395,39.9461968
35552318,116.4704488,39.9527914
35552319,116.4676898,39.951871
35552320,116.4651529,39.9510556
35552322,116.4558862,39.9480762
35552324,116.4493104,39.9469533
35552589,116.4597808,39.9586053
35553136,116.4559093,39.9425347
35553581,116.4557131,39.9178844
35553582,116.4558919,39.9143716
35553585,116.4560984,39.9091455
35554234,116.4558787,39.9501227
35554808,116.4958798,39.9347876
35554809,116.489314,39.9329221
35555070,116.4723082,39.9298801
35555071,116.4721506,39.9297275
35555404,116.4723397,39.9324953
35555615,116.4785068,39.9299998
35555616,116.4771361,39.929981
35555619,116.4758619,39.9299446
35722439,116.4442578,39.9215777
35722654,116.4465909,39.920324
35722669,116.4467117,39.9220574
35722724,116.4608701,39.9213663
35722732,116.4856164,39.9142401
35722734,116.4819791,39.9142795
35722735,116.4786684,39.9142133
35722736,116.4755044,39.9142385
35722737,116.4719157,39.9143575
35722739,116.4664038,39.9146811
35722741,116.4634393,39.9152869
35835325,116.455687,39.9428882
35835420,116.4555178,39.9359967
35835426,116.4555494,39.9498101
35835428,116.455243,39.9510421
35835567,116.4556559,39.9503874
35835568,116.4556261,39.9505309
35835569,116.455406,39.9511173
35835570,116.4557236,39.9508908
35835571,116.4556219,39.951193
35835582,116.4513683,39.9451745
35835744,116.4786611,39.9300034
35835749,116.4841774,39.9325092
35835807,116.4837142,39.9395822
35835843,116.4752049,39.9623004
35835852,116.483027,39.9534262
35836100,116.4688425,39.9750774
35856376,116.4836822,39.9112532
35856377,116.48362,39.9088023
35856924,116.4836252,39.887173
35856925,116.483633,39.882798
35857532,116.48362,39.8776873
35857542,116.4812927,39.8613807
35857547,116.4803328,39.8554411
35857550,116.4796188,39.8509959
35858257,116.4763178,39.8439902
35858266,116.4622121,39.8344898
35858274,116.4567484,39.8325259
35859802,116.3229152,39.8293845
35860242,116.2945688,39.8293786
35860251,116.2825624,39.8316871
35860252,116.2823323,39.8319837
35860890,116.2758611,39.8676472
35860899,116.2693764,39.8817587
35861493,116.2686986,39.8837546
35861498,116.2681243,39.8901997
35862224,116.2683467,39.941276
35862230,116.2693968,39.9497238
35862246,116.2692258,39.9677658
35862527,116.2936802,39.9835573
35863261,116.3280315,39.9659957
35864175,116.3476655,39.9850321
35864448,116.3504939,39.9853809
35864450,116.3519855,39.9854242
35866207,116.2681673,39.9097471
35866357,116.269154,39.9295989
35866359,116.2683048,39.937503
35867274,116.4448781,39.9587701
35867281,116.4379987,39.9632541
35867290,116.4302365,39.9679973
35867305,116.3896753,39.9672159
35867598,116.3681082,39.9667114
35868032,116.3436266,39.9663756
35868040,116.3242434,39.9661402
35868883,116.3205757,39.9659968
35868901,116.3022226,39.9590459
35869360,116.3040481,39.9259855
35869368,116.3041436,39.8991451
35869956,116.3047005,39.8808828
35869958,116.3055321,39.8735061
35869960,116.3058422,39.8705807
35869965,116.3067505,39.862817
35869971,116.312964,39.8542364
35869977,116.3178803,39.8494872
35870320,116.3347757,39.8475308
35870323,116.3392361,39.8481165
35870328,116.3443903,39.8495283
35870348,116.3878937,39.8556511
35870747,116.389456,39.8557727
35870751,116.4014747,39.8556623
35870774,116.4400633,39.8574438
35870781,116.4455359,39.8590824
35870782,116.4466851,39.8598808
35871119,116.4502602,39.8627677
35871124,116.4543366,39.8663401
35871130,116.4550077,39.8728332
35871132,116.4551206,39.8782973
35874511,116.4779186,39.9750498
36380666,116.4344506,39.9827327
36544039,116.4837153,39.9491334
36551783,116.4834819,39.9325046
36704260,116.4557143,39.9208604
36704368,116.4558576,39.9353528
36704414,116.4553012,39.9353675
36704472,116.455306,39.9378859
36704579,116.4552828,39.9323132
36704581,116.4552621,39.9282476
36704808,116.4552131,39.921442
36704810,116.4551887,39.9181634
36704814,116.4552448,39.9156945
36704815,116.4554986,39.9151061
36704818,116.4554328,39.912209
36704821,116.4552343,39.9091239
36704825,116.455146,39.9048642
36704830,116.4560142,39.9050642
36704846,116.4556238,39.9043335
36704851,116.4557456,39.9080962
36704890,116.4563543,39.9082996
36704892,116.4591674,39.9072681
36704893,116.4559468,39.907331
36704894,116.4552508,39.9073253
36704900,116.4511156,39.9071392
36704903,116.455852,39.9070899
36704941,116.4555784,39.909522
36704944,116.4549336,39.9083367
36704952,116.4542214,39.9071109
36704959,116.4555573,39.9080947
64367553,116.3731913,39.9468856
64382848,116.4720953,39.921531
64490206,116.3523304,39.943008
64499347,116.3478366,39.9390829
64529291,116.4590381,39.9067681
64603538,116.48347,39.930152
64603697,116.4834697,39.9304576
64603903,116.4837242,39.9297131
72758365,116.3187721,39.906041
72758368,116.3358909,39.9059106
72759646,116.2995281,39.9062615
72843112,116.3504737,39.9091426
72846241,116.4301085,39.9012372
76435338,116.4377799,39.870827
76440368,116.4084956,39.8709157
76440384,116.3641009,39.8686401
76440394,116.3506758,39.8671296
76443702,116.3460658,39.8672506
76456794,116.4836771,39.9712808
76456803,116.4819236,39.9876974
76456804,116.4834104,39.9866942
76456805,116.4834329,39.9865436
76456821,116.4537604,39.9531812
76456822,116.453234,39.9528726
76457109,116.4836825,39.9576587
76457113,116.4890466,39.9616538
76457116,116.48384,39.9653474
76457123,116.4838602,39.9651447
76457133,116.483711,39.9526265
76457134,116.494351,39.952643
76457139,116.494438,39.9522001
76457143,116.4884868,39.9540271
76457145,116.488536,39.9526491
76457475,116.4557223,39.9219101
76457477,116.4551993,39.9219211
76457480,116.463535,39.9218197
76457481,116.4608683,39.9218919
76457576,116.4289313,39.9233038
76457579,116.4276729,39.9232484
76457580,116.4276003,39.9229749
76457599,116.4276536,39.9228485
76457600,116.4278482,39.9227278
76457617,116.4289509,39.9228719
76457683,116.4112829,39.9228805
76457684,116.4046137,39.9228879
76457858,116.3962128,39.9220797
76457861,116.3854505,39.9216829
76457870,116.3803448,39.9210754
76457874,116.3773512,39.9212334
76457875,116.3766766,39.9212647
77315189,116.4286555,39.9479735
77331934,116.4262556,39.9686046
77732047,116.3678948,39.902634
77732049,116.3702435,39.9027581
77732581,116.3678165,39.9058344
77732582,116.3680621,39.8984225
77734114,116.3676249,39.9133382
77738854,116.3681868,39.8932651
77744964,116.3920943,39.8900234
77746327,116.3616483,39.8878789
77746331,116.3766769,39.8880846
77746332,116.3784775,39.8881566
77746334,116.3808764,39.8881981
77746337,116.3871636,39.8887348
77746338,116.3905844,39.8896141
77746341,116.394851,39.8906143
77751976,116.4000803,39.9228808
82972304,116.4556852,39.9359995
82972556,116.4719216,39.8414317
82972982,116.4730138,39.8416824
90235913,116.3711164,39.9211446
90235917,116.3673426,39.9210766
90235922,116.3715346,39.913177
90235924,116.3754967,39.9129968
90235937,116.375691,39.909774
90235944,116.3754537,39.9142307
90235956,116.3755936,39.9212561
90235958,116.4106041,39.9394373
100630167,116.4376374,39.9323907
100631017,116.438347,39.9398753
100631861,116.44237,39.9350657
100634167,116.4313342,39.9262529
100634747,116.4345187,39.9210999
100634912,116.4398586,39.9209297
100638705,116.4835196,39.923833
100642175,116.4841147,39.9238467
100649633,116.4718799,39.9071514
100650112,116.471944,39.9122999
100651857,116.4440292,39.9119975
100651858,116.4305921,39.9118894
100653372,116.4348077,39.9118761
100653852,116.4440286,39.9163504
100655353,116.4552493,39.9254866
100655684,116.448951,39.9219866
124171932,116.3230845,39.8959802
124173668,116.3390834,39.9126107
124173670,116.3378111,39.9268295
124174677,116.322901,39.9059991
124178220,116.3898289,39.8984344
124178257,116.3891085,39.8891822
124185804,116.2513817,39.8643135
124186353,116.3231135,39.8924996
124186540,116.2759307,39.8756
124186569,116.3057848,39.8839226
127226581,116.4552891,39.9437066
127227174,116.4552926,39.9425126
127235022,116.4382658,39.9425474
127235769,116.4404881,39.9411027
127255833,116.4109996,39.981993
127255836,116.4247394,39.9821459
127255837,116.4318278,39.9821166
127264355,116.401107,39.9669491
127265129,116.4020771,39.9471366
129899686,116.4291556,39.9118787
165738203,116.4627968,39.9848064
165738204,116.4594836,39.9869964
165738216,116.4565421,39.9958432
165738224,116.4766441,39.9912067
165738235,116.4570458,39.9849756
165738239,116.4640112,39.991316
165738260,116.4617563,39.9959521
165738265,116.4565554,39.9996741
165738307,116.4540997,39.9995871
165738419,116.4515138,39.9956057
165738420,116.4398143,39.9943797
165738536,116.4604248,39.9819408
165738586,116.4766534,39.9829673
209315526,116.4288925,39.9150301
233297531,116.3472549,39.9751157
233297997,116.3394595,39.9750353
233759888,116.4560813,39.9748671
233760288,116.4404747,39.9847531
233760538,116.4311242,39.9878875
233760912,116.4060509,39.9872292
233760954,116.4040431,39.9871957
233761003,116.3978675,39.9870602
233761048,116.3966765,39.9870396
233761249,116.3829955,39.9866128
233763298,116.3476711,39.9762586
233763440,116.3475168,39.9756373
235062658,116.3636753,39.9752752
235062755,116.3595023,39.9752196
235063239,116.3892213,39.9477741
235063367,116.3891134,39.9500958
235066104,116.3994599,39.9478339
235940949,116.3420811,39.9750596
237270566,116.4124029,39.8958165
237271752,116.4129265,39.8863913
237271758,116.4145195,39.8825302
237535582,116.3556263,39.9661353
237535900,116.3108795,39.9384932
237535958,116.3138335,39.9379934
237536288,116.346339,39.9368461
237536317,116.3465845,39.9361708
237537263,116.365833,39.9470026
237539107,116.2933031,39.988258
237539207,116.2948189,39.9754762
237539340,116.2976192,39.9707884
237546286,116.3708911,39.990905
237568719,116.3737394,39.981444
239432543,116.3386877,39.9851479
239433097,116.3377919,39.9848877
239433355,116.3354118,39.9771255
239451422,116.2988706,39.9894612
239453042,116.2983116,39.9961848
240420386,116.3275109,39.9751915
240420768,116.3115429,39.9747452
240421941,116.3151745,39.9658581
240421943,116.3135522,39.969802
244252919,116.351017,39.9392129
244252920,116.352506,39.9390433
244253761,116.4294788,39.9095765
244253762,116.4293376,39.9103577
244255936,116.3737671,39.9263809
244274020,116.3877954,39.9750715
244274021,116.387947,39.9750089
244467891,116.3525568,39.9857615
244467892,116.3518848,39.9858922
244467919,116.349788,39.985823
244467922,116.3423679,39.9855531
244467967,116.3495947,39.9859525
244467987,116.3470879,39.9850142
244467988,116.3468509,39.9851229
244467989,116.3467948,39.9857916
244467992,116.3478641,39.9858699
244468138,116.3469875,39.9703191
244468179,116.3473428,39.9653029
244882804,116.4382692,39.9447249
244882982,116.4369882,39.9460816
244882987,116.4334157,39.9534282
244882988,116.4334187,39.9582104
244883043,116.4430883,39.953476
244883045,116.4482317,39.9580377
244883047,116.4494734,39.9587813
244883049,116.451241,39.960012
244883050,116.4518925,39.9606115
244883087,116.4399931,39.9555614
244883088,116.4361199,39.9582991
244883315,116.4281989,39.9531463
244883821,116.4402148,39.9488261
244883893,116.4342657,39.9468536
244883894,116.4381376,39.949724
244883905,116.4380072,39.9538456
244884033,116.4634501,39.9213326
244887119,116.484164,39.9392717
244887890,116.4893603,39.9322757
244888025,116.4786492,39.9268619
244888026,116.4786127,39.921597
244888070,116.4722164,39.9269085
244888431,116.4749464,39.9297585
244888915,116.4761451,39.9324883
245104009,116.4121788,39.8996345
245104733,116.415237,39.8681258
245104822,116.4152508,39.8557204
245104828,116.416601,39.8559722
245105858,116.3923376,39.8851202
245106224,116.3958482,39.8858609
245106234,116.4112557,39.8866008
245106236,116.4125171,39.8860019
245106356,116.3786957,39.8848296
245106642,116.3923755,39.8795878
245106647,116.3938396,39.8687014
245106649,116.3941271,39.867655
245106651,116.3942489,39.8640092
245106787,116.389124,39.8821005
245106788,116.3909594,39.8821703
245106789,116.3922369,39.8820985
245106850,116.3788449,39.8819431
245106851,116.3811289,39.8819195
245106852,116.3839031,39.8819654
245106853,116.3869767,39.8820528
245107081,116.3869848,39.8793357
245107309,116.3893084,39.8794168
245107394,116.391102,39.8794795
245107640,116.4015212,39.8867716
245108056,116.4188009,39.8826502
245108057,116.4252753,39.8827779
245108059,116.4316058,39.8830132
245108060,116.4341819,39.8830811
245108063,116.45004,39.8831967
245108068,116.4710363,39.8830248
245108069,116.4787691,39.8829903
245108123,116.4161388,39.8859868
245108196,116.413336,39.8855238
245108424,116.4250678,39.8850112
245108433,116.4216119,39.892216
245108906,116.4369275,39.8923816
245109110,116.4496263,39.8922799
245109111,116.4550394,39.8921804
245109112,116.4555996,39.8921705
245109115,116.4664635,39.8920879
245109116,116.4713424,39.8919881
245109119,116.4840688,39.8919891
245111942,116.3395458,39.896547
245112150,116.3429898,39.8964607
245112153,116.3452728,39.8965558
245112154,116.3469994,39.8966692
245112156,116.3488555,39.8968808
245112285,116.3548481,39.8980487
245112286,116.3571154,39.8980853
245113068,116.3424351,39.8913051
245114069,116.3202222,39.8885614
245114070,116.3201386,39.8887916
245114442,116.3230807,39.8955231
245115018,116.3228091,39.9063873
245115948,116.3364876,39.9011604
245115949,116.3366428,39.9017774
245120122,116.3525482,39.8880973
245120989,116.3104116,39.8859149
245129778,116.3308435,39.9915777
245129779,116.3340768,39.9916524
245129782,116.3589183,39.9923744
245129785,116.3808518,39.9931125
245129885,116.3628331,39.9924886
245130191,116.3311311,39.9975242
245130313,116.3210837,39.9896935
245130315,116.3209057,39.9881535
245130319,116.3211279,39.984223
245130486,116.3091413,39.9985965
245130651,116.288959,39.995646
245130884,116.3156977,39.9910941
245130900,116.3091142,39.9979528
245132377,116.3338279,39.9993755
245133412,116.3100279,39.9986183
245133700,116.3223681,39.9961362
245133813,116.3292488,39.9965465
245138070,116.4382248,39.967381
245138077,116.4487685,39.9792555
245138078,116.4490608,39.9796159
245140925,116.4471056,39.9671352
245141204,116.4438746,39.9590608
245141259,116.4439588,39.9595467
245141888,116.4188368,39.9578902
245142334,116.4188197,39.9607781
245142335,116.4186026,39.9677416
245142586,116.4262917,39.9503467
245143487,116.434773,39.9650218
245145005,116.42778,39.9434083
245145126,116.4226057,39.943189
245145127,116.4193184,39.943326
245145380,116.4195596,39.9350353
245145493,116.4304239,39.9322423
245145494,116.4304387,39.9302262
245145756,116.4323783,39.9397913
245146215,116.433523,39.9322725
245146555,116.4336682,39.9352143
245148489,116.4558485,39.9307292
245148546,116.4578311,39.9307139
245148548,116.4608282,39.9306289
245149541,116.4608994,39.9257054
245150070,116.4824164,39.9079808
245150078,116.4755599,39.9071369
245150268,116.4816294,39.9071356
245150488,116.4840876,39.9043203
245150727,116.4854831,39.90756
245150731,116.4831528,39.9073647
245150739,116.4834133,39.904448
245150745,116.4836716,39.9027707
245150961,116.4839188,39.9112573
245151310,116.4832079,39.9035373
245151311,116.4831101,39.9034645
245151312,116.4835206,39.9033773
245151325,116.4904899,39.906535
245151619,116.4869295,39.9061291
245151624,116.4889617,39.9065957
245154198,116.4783604,39.9066915
245154212,116.4856583,39.9052986
245154230,116.4833322,39.9091462
245154243,116.4853896,39.9076936
245154273,116.4716369,39.8991463
245154288,116.4711296,39.8700727
245154296,116.4616265,39.8700611
249561097,116.3709039,39.990337
249561104,116.3710477,39.9899503
249780212,116.4679122,39.8054682
249780214,116.471936,39.8022238
250040195,116.4390512,39.8543055
250041137,116.4004363,39.9030791
250458383,116.3648368,39.9565163
251125504,116.4658596,39.8075709
251125505,116.4681312,39.8082697
252367642,116.4666078,39.8368243
252852269,116.3379882,39.9360735
252852383,116.2821233,39.9456648
252852450,116.3280135,39.9268061
252852458,116.3496559,39.9268148
252852791,116.3467607,39.9221877
252852792,116.3384484,39.9219568
252852793,116.3285271,39.9217494
252852794,116.3152486,39.9224378
252852842,116.357889,39.9391423
252852843,116.3622979,39.9391894
252852844,116.3665135,39.9392437
252853233,116.3292934,39.9087339
252853361,116.3502844,39.91248
252853363,116.3537591,39.9125199
252853377,116.3710436,39.9227525
252853378,116.3672434,39.9226143
252853379,116.358654,39.9225004
252853519,116.3572871,39.9126165
252853521,116.3583946,39.9195843
252853585,116.357017,39.9058489
252853591,116.3624695,39.912723
253123000,116.4661722,39.8372583
253123381,116.4506735,39.8597612
253123419,116.450185,39.8598444
253184285,116.4615906,39.9716747
253184671,116.4640404,39.9677312
253721545,116.2836054,39.9976118
256836785,116.4841775,39.943816
256836789,116.495069,39.9447092
256837195,116.4902084,39.9526323
256875100,116.4682625,39.9663756
256875106,116.4800738,39.958018
256875108,116.4811684,39.9566118
258969871,116.3955429,39.9756137
258969957,116.4014138,39.9758969
258970026,116.4116654,39.9679418
258970048,116.4111744,39.9785973
258970054,116.4182485,39.9781766
258970057,116.4143729,39.9786019
258970059,116.4185358,39.9712426
258970101,116.4179397,39.9877305
258970102,116.4178103,39.9872716
258970103,116.4180529,39.9820847
258970163,116.443855,39.9739358
258970189,116.4509705,39.9828125
258970193,116.4509897,39.9874797
258970211,116.4582195,39.9878239
258970251,116.4616918,39.9891903
258970639,116.4720439,39.9788255
258970640,116.4871954,39.9925045
258971034,116.4552998,39.9400332
258971250,116.4443347,39.9411382
260329796,116.3863004,39.9133992
260329838,116.3851805,39.9133673
260560252,116.3903093,39.9269964
260560256,116.3934587,39.9219839
260560353,116.3875958,39.9217752
260726326,116.4826269,39.9539535
260726382,116.4841728,39.9400683
260726393,116.4839508,39.9512713
260726396,116.4833045,39.953882
260726400,116.4816835,39.9568271
260726402,116.4805074,39.9582793
260726405,116.47748,39.9609499
260726409,116.4718183,39.9647108
261615234,116.4013897,39.993466
261615236,116.4012842,39.9886649
262259869,116.4552834,39.9457048
262259870,116.4553521,39.9478652
262259959,116.455299,39.9366186
262773794,116.4131715,39.8995257
262773861,116.4269991,39.8993365
262774308,116.4318312,39.898471
262774360,116.434374,39.8979148
262774376,116.4303392,39.9007161
262774483,116.4297623,39.9046896
264602904,116.4292549,39.9491117
264825574,116.3499973,39.9170535
264825920,116.3492407,39.9363058
264826478,116.3474376,39.9567672
264827356,116.3728993,39.9500183
264827526,116.3741568,39.948285
264827528,116.3740445,39.9496728
264827529,116.3737903,39.9500204
264827661,116.3732946,39.9510554
264827662,116.3732666,39.9524069
264827666,116.3735134,39.96006
264827845,116.4023557,39.9472171
264827848,116.4023311,39.948123
264827881,116.4017327,39.9481136
264827884,116.4015441,39.9474056
264827885,116.4017336,39.9472204
264828074,116.4102353,39.947705
265710690,116.343849,39.9429953
265710691,116.3452745,39.9425196
265710694,116.3456944,39.9417656
265710696,116.3459408,39.9390277
265710783,116.3423845,39.9488105
265710786,116.3400051,39.9568514
265711680,116.3490723,39.953105
266108997,116.411715,39.9106524
266109027,116.4117721,39.9100927
266109063,116.4116739,39.911343
266109099,116.4116808,39.912776
266109207,116.4188622,39.9086367
266109208,116.4189377,39.9070814
266109232,116.4162721,39.9083705
266109235,116.4206856,39.9088352
266109287,116.4183489,39.9044173
266109346,116.4228698,39.9036717
266109384,116.4277484,39.90453
266109385,116.4273371,39.9043179
266109386,116.4272952,39.9037845
266109503,116.4233814,39.9100496
266109691,116.430903,39.9168027
266109692,116.4347655,39.9168002
266109720,116.4348385,39.9142204
266109722,116.4309443,39.9141971
266109723,116.4289156,39.9142114
266109741,116.4304964,39.9128641
266109743,116.4348208,39.9128802
266109772,116.4303031,39.9142087
266110161,116.437614,39.9210905
266110162,116.4376014,39.9190717
266110493,116.4376438,39.9072079
266110505,116.4376102,39.9119234
266110531,116.4347794,39.9104018
266110553,116.4348051,39.9089995
266110595,116.4403326,39.9090259
266111539,116.4115358,39.9155765
266111554,116.4089093,39.9238812
266111556,116.4112442,39.923811
266111572,116.4088707,39.9245981
266111574,116.4045529,39.9263951
266111576,116.4111165,39.9265655
266111580,116.404469,39.925912
266111604,116.4056255,39.9296736
266111623,116.4041055,39.9314515
266111624,116.4056934,39.9314594
266111626,116.4056595,39.930645
266111640,116.3995473,39.9320946
266111650,116.4001186,39.9319664
266111653,116.4005434,39.9228909
266111654,116.4008014,39.9169658
266111655,116.4009101,39.9139032
266111656,116.4010405,39.9116304
266111657,116.4010896,39.9106714
266111658,116.4005796,39.9106513
266111936,116.4394693,39.9209481
266111938,116.4397462,39.9163443
266112062,116.4378772,39.9163332
266112064,116.4440733,39.9190871
266112217,116.4363926,39.9210914
266112219,116.4364306,39.9190707
266112274,116.4314339,39.9231176
266112275,116.4315926,39.9210469
266112276,116.4314696,39.9206783
266112277,116.4286634,39.9206436
266112285,116.426861,39.9128057
266112286,116.4271764,39.9114789
266112287,116.4272749,39.9107401
266112313,116.4246312,39.908851
266112314,116.4246731,39.9071688
266112315,116.4246233,39.9107386
266112330,116.4052059,39.9091491
266112331,116.4076343,39.9092162
266112347,116.4076737,39.9107002
266112348,116.4077418,39.9141345
266112396,116.4077153,39.9127864
266112409,116.4027665,39.9139367
266112411,116.402852,39.9116905
266112420,116.404813,39.9161936
266112527,116.4115866,39.9148839
266112544,116.4114797,39.9162678
266112545,116.4058676,39.9154972
266112589,116.3757989,39.9294417
266112653,116.3758057,39.9264209
266112660,116.3757649,39.9260148
266112661,116.3778985,39.9317618
266114404,116.3290079,39.9562747
266114471,116.3361479,39.9617377
266114472,116.3352758,39.9660656
266115575,116.3295913,39.9368664
268389341,116.285939,39.9952615
268389402,116.2749578,39.9893137
268389409,116.2788855,39.9952587
268389421,116.2812022,39.9708235
268389424,116.2794913,39.9732493
268389427,116.2762727,39.9767669
268389432,116.2737815,39.9814517
268389447,116.276243,39.9958892
268389448,116.2764788,39.9962354
268389473,116.2775754,39.9969805
268389511,116.2930711,39.9887763
268389579,116.2863883,39.9926256
268389597,116.2895931,39.9923062
268389909,116.387202,39.9812017
268389953,116.3867208,39.9856548
268389954,116.3883498,39.9857103
268389992,116.395039,39.9862678
269351347,116.4776802,39.9940017
269351352,116.4752949,39.9874583
269351353,116.4750835,39.9839374
269351354,116.4802594,39.9887792
269351358,116.4689972,39.9845991
269487711,116.4020191,39.9440041
269489736,116.4004661,39.9010351
269489741,116.4054771,39.9011965
269489742,116.4075167,39.9009758
269489746,116.4121343,39.900649
269489762,116.405545,39.8979413
269489894,116.4065109,39.8979443
269489895,116.4123205,39.8979444
269490574,116.4254318,39.9396274
269490578,116.4254608,39.9386211
269490773,116.4347919,39.9352106
269491201,116.389949,39.9348549
269491207,116.3865485,39.9321112
269491215,116.3871313,39.9375464
269491223,116.3885831,39.936924
269491225,116.3898366,39.9369575
269491723,116.3833449,39.9342552
269491725,116.3835006,39.9319854
269491726,116.3792753,39.9343217
269491729,116.3819253,39.9342685
269491779,116.3889986,39.9347223
269491782,116.389933,39.9351535
269491783,116.3890113,39.9351381
269491787,116.3898843,39.9360646
269492607,116.2761573,39.9962007
269492612,116.2771205,39.9973145
269616427,116.4785952,39.9225468
269616548,116.4721523,39.9227183
269700801,116.4104419,39.94409
271854972,116.4616232,39.8748837
271855272,116.4499,39.8748589
271855273,116.4447293,39.8748632
271855327,116.4497949,39.8701331
271855354,116.4446856,39.8701301
271855355,116.4448837,39.8832588
272441317,116.31095,39.977771
272624597,116.4443356,39.9345228
273089459,116.4551302,39.8790601
273089666,116.4392459,39.8818276
273089669,116.4383817,39.8817811
274845679,116.3711108,39.9602476
274845696,116.3885629,39.9617787
274845711,116.3960103,39.9619555
274845718,116.3993851,39.9607015
